;1010;1013;1022;1028;1030;1031;1036;1037;1039;1040;1042;1060;1065;1079;1082;1091;1096;1103;1104;1109;1127;1131;1133;1135;1136;1139;1157;1159;1165;1167;1169;1185;1187;1188;1194;1197;1204;1208;1209;1211;1212;1217;1221;1223;1234;1235;1237;1242;1249;1252;1253;1259;1261;1263;1264;1266;1267;1276;1279;1291
1010;0;0;0;0;0.015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00282;0.00641;0;0;0;0.00308;0;0;0;0.00282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01961;0;0;0;0;0;0;0.00128;0;0;0;0;0;0
1013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00218;0;0;0.0109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00333;0;0;0;0;0;0;0.00513;0;0;0;0.01884;0;0;0;0.0132;0
1022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00154;0;0;0;0;0.00179;0;0
1028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00154;0.00679;0;0;0;0;0;0;0;0;0;0;0;0.00167;0;0;0.0041;0;0;0;0;0.00128;0.03102;0;0;0;0;0;0;0;0;0;0.00718;0;0;0;0;0;0;0;0;0;0;0
1030;0.015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00282;0.01077;0;0;0.00218;0.00487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00602;0;0;0;0;0;0;0;0;0;0;0;0;0
1031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00141;0;0
1036;0;0;0;0;0;0;0;0;0;0.00397;0.00128;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00128;0;0;0;0.00154;0;0;0;0;0.00192;0;0;0;0;0;0;0;0;0;0;0;0.00128;0;0;0;0;0;0;0.00333;0;0;0;0;0.00295;0;0
1037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00231;0;0;0;0.01346;0;0.00244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00179;0;0;0;0;0;0;0;0;0;0;0;0;0
1039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01423;0;0;0;0;0;0;0;0.01205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1040;0;0;0;0;0;0;0.00397;0;0;0;0.00359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01474;0;0;0;0;0;0;0;0.00551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02166;0.015;0;0;0;0;0.00692;0;0.01461
1042;0;0;0;0;0;0;0.00128;0;0;0.00359;0;0.00128;0;0;0;0;0;0;0.00192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00128;0;0;0;0;0;0;0;0.00282;0;0;0;0.00436;0;0;0.00641;0;0;0;0.00397;0.00359
1060;0;0;0;0;0;0;0;0;0;0;0.00128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00154;0;0;0;0;0;0;0.00974;0;0;0;0;0;0;0.01141
1065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00128;0;0;0;0;0;0;0;0.00141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02359;0;0;0
1079;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00692;0.00128;0;0.0232;0;0;0.01948;0;0;0;0;0;0;0;0;0;0;0;0.04269;0;0;0;0;0;0;0;0;0;0;0;0
1091;0;0.00218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00385
1096;0;0;0;0.00154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04743;0;0;0.00974;0;0;0;0;0;0;0;0;0;0;0;0.01128;0;0;0;0;0;0;0;0;0;0;0;0
1103;0;0;0;0.00679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1104;0;0.0109;0;0;0;0;0;0;0;0;0.00192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01564;0.00128;0;0;0.02859;0;0;0;0.0191;0
1109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00154;0;0;0
1127;0;0;0;0;0;0;0;0.00231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1133;0.00282;0;0;0;0.00282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00551;0;0;0;0.01167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00256;0;0;0;0;0;0;0;0;0;0;0;0;0
1135;0.00641;0;0;0;0.01077;0;0;0;0.01423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00397;0;0;0;0.00308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0132;0;0;0;0;0;0;0;0;0;0;0;0;0
1136;0;0;0;0;0;0;0.00128;0.01346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00295;0;0;0;0;0;0;0
1139;0;0;0.00705;0;0;0;0;0;0;0.01474;0;0;0.00128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005;0;0;0;0;0;0.01102;0.00897;0;0;0;0;0.00577;0;0.00295
1157;0;0;0;0;0.00218;0;0;0.00244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1159;0.00308;0;0;0;0.00487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00551;0.00397;0;0;0;0;0;0;0;0.00397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00538;0;0;0;0;0;0;0;0;0;0;0;0;0
1165;0;0;0;0;0;0;0.00154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00128;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00128
1167;0;0;0;0.00167;0;0;0;0;0;0;0;0;0;0;0.00692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00128;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00167;0;0
1169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1185;0.00282;0;0;0;0;0;0;0;0.01205;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01167;0.00308;0;0;0;0.00397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00615;0;0;0;0;0;0;0;0;0;0;0;0;0
1187;0;0;0;0.0041;0;0;0;0;0;0;0;0;0;0;0.0232;0;0.04743;0;0;0;0.00205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01513;0;0;0.00346;0;0;0;0;0;0;0;0;0.02256;0.00282;0;0;0;0;0;0.0032;0;0;0;0;0
1188;0;0;0;0;0;0;0.00192;0;0;0.00551;0;0;0.00141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0032;0.00974;0;0;0;0;0;0;0
1194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00423;0;0;0;0;0;0;0;0;0;0;0;0.00154;0;0;0;0;0;0;0;0;0;0;0;0
1197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01948;0;0.00974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01513;0;0.00423;0;0.00282;0;0;0;0;0;0;0;0;0;0;0.02654;0;0;0;0;0;0;0;0;0;0;0;0
1204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1208;0;0;0;0.00128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1209;0;0;0;0.03102;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00167;0;0;0;0;0;0;0;0;0;0;0
1211;0;0;0;0;0;0;0;0;0;0;0.00128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00141;0;0;0;0.00256;0;0;0;0.00372;0
1212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1223;0;0.00333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00141;0;0;0;0.00128;0;0;0;0;0
1234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1235;0;0;0;0;0;0;0.00128;0;0;0;0;0.00154;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005;0;0;0.00128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00167;0.00167;0;0;0;0;0.00333;0;0
1237;0.01961;0;0;0;0.00602;0;0;0.00179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00256;0.0132;0;0;0;0.00538;0;0;0;0.00615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1242;0;0;0;0;0;0;0;0;0;0;0.00282;0;0;0;0.04269;0;0.01128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02256;0;0.00154;0.02654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1249;0;0;0;0.00718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00282;0;0;0;0;0;0.00167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1253;0;0.00513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00141;0;0;0;0.00141;0;0;0;0;0;0;0;0;0;0;0.03218;0;0;0.00154;0.0241;0
1259;0;0;0;0;0;0;0;0;0;0.02166;0.00436;0;0;0;0;0;0;0;0.00128;0;0;0;0;0;0;0.01102;0;0;0;0;0;0;0;0.0032;0;0;0;0;0;0;0;0;0;0;0;0.00167;0;0;0;0;0;0;0.01231;0;0;0;0;0.00218;0;0.00282
1261;0;0;0.00154;0;0;0;0.00333;0;0;0.015;0;0.00974;0;0;0;0;0;0;0;0;0;0;0;0;0.00295;0.00897;0;0;0;0;0;0;0;0.00974;0;0;0;0;0;0;0;0;0;0;0;0.00167;0;0;0;0;0;0.01231;0;0;0;0;0;0;0;0
1263;0.00128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1264;0;0.01884;0;0;0;0;0;0;0;0;0.00641;0;0;0;0;0;0;0;0.02859;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0032;0;0;0;0;0;0;0.00256;0;0;0;0.00128;0;0;0;0;0;0;0.03218;0;0;0;0;0;0;0;0.03333;0
1266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1267;0;0;0;0;0;0;0;0;0;0;0;0;0.02359;0;0;0;0;0;0;0.00154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1276;0;0;0.00179;0;0;0.00141;0.00295;0;0;0.00692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00577;0;0;0;0.00167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00333;0;0;0;0;0.00154;0.00218;0;0;0;0;0;0;0;0
1279;0;0.0132;0;0;0;0;0;0;0;0;0.00397;0;0;0;0;0;0;0;0.0191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00372;0;0;0;0;0;0;0;0;0;0;0.0241;0;0;0;0.03333;0;0;0;0;0
1291;0;0;0;0;0;0;0;0;0;0.01461;0.00359;0.01141;0;0;0;0.00385;0;0;0;0;0;0;0;0;0;0.00295;0;0;0.00128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00282;0;0;0;0;0;0;0;0
